filename,width,height,class,xmin,ymin,xmax,ymax
www.chess.com_play_computer (25).png,696,696,P,19,538,67,603
www.chess.com_play_computer (25).png,696,696,P,192,364,240,429
www.chess.com_play_computer (25).png,696,696,P,279,364,327,429
www.chess.com_play_computer (25).png,696,696,P,192,191,240,256
www.chess.com_play_computer (25).png,696,696,K,531,614,602,690
www.chess.com_play_computer (25).png,696,696,B,15,440,70,518
www.chess.com_play_computer (25).png,696,696,N,446,268,509,343
www.chess.com_play_computer (25).png,696,696,Q,354,181,428,256
www.chess.com_play_computer (25).png,696,696,p,18,279,68,343
www.chess.com_play_computer (25).png,696,696,p,104,192,154,256
www.chess.com_play_computer (25).png,696,696,p,192,106,242,170
www.chess.com_play_computer (25).png,696,696,p,626,192,676,256
www.chess.com_play_computer (25).png,696,696,p,540,279,590,343
www.chess.com_play_computer (25).png,696,696,n,446,182,510,256
www.chess.com_play_computer (25).png,696,696,r,623,99,680,169
www.chess.com_play_computer (25).png,696,696,b,450,5,506,82
www.chess.com_play_computer (25).png,696,696,k,268,4,340,82
www.chess.com_play_computer (25).png,696,696,r,103,12,161,83
www.chess.com_play_computer (26).png,696,696,P,19,539,68,604
www.chess.com_play_computer (26).png,696,696,P,454,539,503,604
www.chess.com_play_computer (26).png,696,696,P,541,540,590,605
www.chess.com_play_computer (26).png,696,696,P,628,539,677,604
www.chess.com_play_computer (26).png,696,696,K,530,614,602,690
www.chess.com_play_computer (26).png,696,696,B,15,439,70,517
www.chess.com_play_computer (26).png,696,696,P,193,365,241,429
www.chess.com_play_computer (26).png,696,696,P,279,364,327,428
www.chess.com_play_computer (26).png,696,696,P,193,191,241,255
www.chess.com_play_computer (26).png,696,696,R,362,12,421,82
www.chess.com_play_computer (26).png,696,696,N,445,267,507,343
www.chess.com_play_computer (26).png,696,696,Q,616,182,690,255
www.chess.com_play_computer (26).png,696,696,p,17,364,69,431
www.chess.com_play_computer (26).png,696,696,p,540,278,591,342
www.chess.com_play_computer (26).png,696,696,p,105,191,156,255
www.chess.com_play_computer (26).png,696,696,p,191,105,243,169
www.chess.com_play_computer (26).png,696,696,k,180,4,254,81
www.chess.com_play_computer (26).png,696,696,r,103,12,161,82
www.chess.com_play_computer (27).png,696,696,r,13,621,72,692
www.chess.com_play_computer (27).png,696,696,r,623,619,682,690
www.chess.com_play_computer (27).png,696,696,b,189,614,245,690
www.chess.com_play_computer (27).png,696,696,k,268,613,340,691
www.chess.com_play_computer (27).png,696,696,q,355,616,429,690
www.chess.com_play_computer (27).png,696,696,p,627,540,677,604
www.chess.com_play_computer (27).png,696,696,p,540,540,590,604
www.chess.com_play_computer (27).png,696,696,p,453,539,503,603
www.chess.com_play_computer (27).png,696,696,p,191,539,241,603
www.chess.com_play_computer (27).png,696,696,p,18,540,68,604
www.chess.com_play_computer (27).png,696,696,p,105,453,155,517
www.chess.com_play_computer (27).png,696,696,p,279,453,329,517
www.chess.com_play_computer (27).png,696,696,p,453,279,503,343
www.chess.com_play_computer (27).png,696,696,n,185,443,249,517
www.chess.com_play_computer (27).png,696,696,n,446,443,509,516
www.chess.com_play_computer (27).png,696,696,b,189,354,245,430
www.chess.com_play_computer (27).png,696,696,P,366,279,417,343
www.chess.com_play_computer (27).png,696,696,P,279,192,330,256
www.chess.com_play_computer (27).png,696,696,P,18,192,69,256
www.chess.com_play_computer (27).png,696,696,P,104,105,155,169
www.chess.com_play_computer (27).png,696,696,P,191,104,242,168
www.chess.com_play_computer (27).png,696,696,P,539,105,590,169
www.chess.com_play_computer (27).png,696,696,P,627,105,678,169
www.chess.com_play_computer (27).png,696,696,Q,268,93,342,168
www.chess.com_play_computer (27).png,696,696,R,14,13,72,82
www.chess.com_play_computer (27).png,696,696,N,98,8,160,82
www.chess.com_play_computer (27).png,696,696,B,187,5,243,82
www.chess.com_play_computer (27).png,696,696,K,269,5,341,82
www.chess.com_play_computer (27).png,696,696,B,450,5,505,81
www.chess.com_play_computer (27).png,696,696,N,533,7,596,81
www.chess.com_play_computer (27).png,696,696,R,625,12,680,82
www.chess.com_play_computer (28).png,696,696,r,190,621,245,690
www.chess.com_play_computer (28).png,696,696,p,192,539,242,604
www.chess.com_play_computer (28).png,696,696,p,18,538,68,603
www.chess.com_play_computer (28).png,696,696,p,105,452,155,517
www.chess.com_play_computer (28).png,696,696,p,454,539,504,604
www.chess.com_play_computer (28).png,696,696,p,540,539,590,604
www.chess.com_play_computer (28).png,696,696,n,185,443,248,516
www.chess.com_play_computer (28).png,696,696,k,95,614,166,690
www.chess.com_play_computer (28).png,696,696,p,279,192,329,257
www.chess.com_play_computer (28).png,696,696,p,628,191,678,256
www.chess.com_play_computer (28).png,696,696,b,188,353,245,430
www.chess.com_play_computer (28).png,696,696,q,269,355,342,429
www.chess.com_play_computer (28).png,696,696,n,273,94,337,169
www.chess.com_play_computer (28).png,696,696,P,192,277,243,343
www.chess.com_play_computer (28).png,696,696,P,16,276,67,342
www.chess.com_play_computer (28).png,696,696,P,104,104,156,169
www.chess.com_play_computer (28).png,696,696,P,627,103,678,169
www.chess.com_play_computer (28).png,696,696,B,538,180,593,255
www.chess.com_play_computer (28).png,696,696,R,190,99,245,169
www.chess.com_play_computer (28).png,696,696,K,269,5,340,81
www.chess.com_play_computer (28).png,696,696,R,363,12,420,81
www.chess.com_play_computer (29).png,696,696,k,95,614,167,692
www.chess.com_play_computer (29).png,696,696,p,539,540,592,604
www.chess.com_play_computer (29).png,696,696,p,102,452,155,516
www.chess.com_play_computer (29).png,696,696,p,277,366,330,430
www.chess.com_play_computer (29).png,696,696,p,16,277,69,341
www.chess.com_play_computer (29).png,696,696,b,188,354,245,430
www.chess.com_play_computer (29).png,696,696,n,272,268,337,343
www.chess.com_play_computer (29).png,696,696,q,616,7,691,81
www.chess.com_play_computer (29).png,696,696,P,104,279,156,344
www.chess.com_play_computer (29).png,696,696,K,269,92,341,168
www.chess.com_play_computer (3).png,844,844,R,17,753,88,839
www.chess.com_play_computer (3).png,844,844,N,120,748,198,838
www.chess.com_play_computer (3).png,844,844,R,546,755,616,838
www.chess.com_play_computer (3).png,844,844,P,653,654,720,733
www.chess.com_play_computer (3).png,844,844,K,324,638,414,732
www.chess.com_play_computer (3).png,844,844,B,18,535,85,626
www.chess.com_play_computer (3).png,844,844,P,127,548,190,628
www.chess.com_play_computer (3).png,844,844,P,234,549,294,628
www.chess.com_play_computer (3).png,844,844,P,339,550,400,627
www.chess.com_play_computer (3).png,844,844,P,445,550,505,627
www.chess.com_play_computer (3).png,844,844,P,760,549,823,628
www.chess.com_play_computer (3).png,844,844,p,762,444,823,521
www.chess.com_play_computer (3).png,844,844,p,127,442,189,522
www.chess.com_play_computer (3).png,844,844,P,20,440,85,522
www.chess.com_play_computer (3).png,844,844,p,23,339,81,414
www.chess.com_play_computer (3).png,844,844,p,338,338,401,416
www.chess.com_play_computer (3).png,844,844,p,445,338,506,416
www.chess.com_play_computer (3).png,844,844,N,648,327,725,417
www.chess.com_play_computer (3).png,844,844,r,757,227,826,313
www.chess.com_play_computer (3).png,844,844,p,656,234,718,311
www.chess.com_play_computer (3).png,844,844,p,551,232,612,310
www.chess.com_play_computer (3).png,844,844,n,330,219,406,310
www.chess.com_play_computer (3).png,844,844,r,17,226,87,310
www.chess.com_play_computer (3).png,844,844,p,128,126,189,206
www.chess.com_play_computer (3).png,844,844,n,646,7,725,100
www.chess.com_play_computer (3).png,844,844,b,545,7,616,101
www.chess.com_play_computer (3).png,844,844,k,430,5,521,100
www.chess.com_play_computer (3).png,844,844,b,229,7,297,99
www.chess.com_play_computer (30).png,696,696,k,94,612,168,692
www.chess.com_play_computer (30).png,696,696,p,541,539,590,604
www.chess.com_play_computer (30).png,696,696,p,279,365,328,430
www.chess.com_play_computer (30).png,696,696,p,105,451,154,516
www.chess.com_play_computer (30).png,696,696,p,18,278,67,343
www.chess.com_play_computer (30).png,696,696,b,187,354,246,430
www.chess.com_play_computer (30).png,696,696,n,532,355,596,430
www.chess.com_play_computer (30).png,696,696,q,615,181,690,255
www.chess.com_play_computer (30).png,696,696,K,530,3,603,83
www.chess.com_play_computer (31).png,696,696,p,18,539,69,604
www.chess.com_play_computer (31).png,696,696,p,104,539,155,604
www.chess.com_play_computer (31).png,696,696,p,190,540,241,605
www.chess.com_play_computer (31).png,696,696,p,452,538,503,603
www.chess.com_play_computer (31).png,696,696,p,539,539,590,604
www.chess.com_play_computer (31).png,696,696,p,626,538,677,603
www.chess.com_play_computer (31).png,696,696,p,365,367,416,432
www.chess.com_play_computer (31).png,696,696,b,449,615,505,692
www.chess.com_play_computer (31).png,696,696,n,184,7,249,82
www.chess.com_play_computer (31).png,696,696,n,447,442,508,517
www.chess.com_play_computer (31).png,696,696,r,625,620,682,691
www.chess.com_play_computer (31).png,696,696,q,356,616,428,692
www.chess.com_play_computer (31).png,696,696,r,277,622,332,691
www.chess.com_play_computer (31).png,696,696,k,94,614,167,692
www.chess.com_play_computer (31).png,696,696,P,628,278,676,343
www.chess.com_play_computer (31).png,696,696,P,540,191,588,256
www.chess.com_play_computer (31).png,696,696,P,453,103,501,168
www.chess.com_play_computer (31).png,696,696,P,192,103,240,168
www.chess.com_play_computer (31).png,696,696,P,106,102,154,167
www.chess.com_play_computer (31).png,696,696,P,18,102,66,167
www.chess.com_play_computer (31).png,696,696,N,273,94,334,168
www.chess.com_play_computer (31).png,696,696,R,364,11,418,81
www.chess.com_play_computer (31).png,696,696,K,442,5,514,81
www.chess.com_play_computer (31).png,696,696,R,103,12,158,81
www.chess.com_play_computer (32).png,696,696,p,17,539,68,604
www.chess.com_play_computer (32).png,696,696,p,104,538,155,603
www.chess.com_play_computer (32).png,696,696,p,190,538,241,603
www.chess.com_play_computer (32).png,696,696,p,452,538,503,603
www.chess.com_play_computer (32).png,696,696,p,539,537,590,602
www.chess.com_play_computer (32).png,696,696,p,626,537,677,602
www.chess.com_play_computer (32).png,696,696,p,365,365,416,430
www.chess.com_play_computer (32).png,696,696,k,94,614,166,690
www.chess.com_play_computer (32).png,696,696,r,624,621,681,691
www.chess.com_play_computer (32).png,696,696,b,188,353,246,430
www.chess.com_play_computer (32).png,696,696,P,628,365,677,430
www.chess.com_play_computer (32).png,696,696,P,541,192,590,257
www.chess.com_play_computer (32).png,696,696,P,193,191,242,256
www.chess.com_play_computer (32).png,696,696,P,106,104,155,169
www.chess.com_play_computer (32).png,696,696,K,617,5,690,82
www.chess.com_play_computer (32).png,696,696,q,442,93,515,170
www.chess.com_play_computer (32).png,696,696,r,362,12,421,83
www.chess.com_play_computer (32).png,696,696,n,11,94,76,169
www.chess.com_play_computer (33).png,696,696,P,18,540,68,603
www.chess.com_play_computer (33).png,696,696,P,105,540,155,603
www.chess.com_play_computer (33).png,696,696,P,192,541,242,604
www.chess.com_play_computer (33).png,696,696,P,366,367,416,430
www.chess.com_play_computer (33).png,696,696,P,540,280,590,343
www.chess.com_play_computer (33).png,696,696,P,628,453,678,516
www.chess.com_play_computer (33).png,696,696,K,96,614,166,690
www.chess.com_play_computer (33).png,696,696,R,276,620,333,691
www.chess.com_play_computer (33).png,696,696,B,450,614,506,690
www.chess.com_play_computer (33).png,696,696,R,626,621,681,691
www.chess.com_play_computer (33).png,696,696,N,185,443,247,516
www.chess.com_play_computer (33).png,696,696,B,624,6,680,81
www.chess.com_play_computer (33).png,696,696,n,98,355,162,429
www.chess.com_play_computer (33).png,696,696,p,628,366,677,430
www.chess.com_play_computer (33).png,696,696,p,18,279,69,343
www.chess.com_play_computer (33).png,696,696,p,366,193,417,257
www.chess.com_play_computer (33).png,696,696,p,540,192,591,256
www.chess.com_play_computer (33).png,696,696,p,453,105,504,169
www.chess.com_play_computer (33).png,696,696,p,279,104,330,168
www.chess.com_play_computer (33).png,696,696,q,94,179,168,256
www.chess.com_play_computer (33).png,696,696,r,15,12,71,82
www.chess.com_play_computer (33).png,696,696,b,187,3,244,82
www.chess.com_play_computer (33).png,696,696,k,356,4,428,83
www.chess.com_play_computer (33).png,696,696,n,534,7,596,81
www.chess.com_play_computer (34).png,696,696,P,17,540,68,604
www.chess.com_play_computer (34).png,696,696,P,104,539,155,603
www.chess.com_play_computer (34).png,696,696,P,105,366,156,430
www.chess.com_play_computer (34).png,696,696,P,365,367,416,431
www.chess.com_play_computer (34).png,696,696,P,453,540,504,604
www.chess.com_play_computer (34).png,696,696,P,540,539,591,603
www.chess.com_play_computer (34).png,696,696,P,626,539,677,603
www.chess.com_play_computer (34).png,696,696,N,185,442,247,516
www.chess.com_play_computer (34).png,696,696,N,444,442,509,517
www.chess.com_play_computer (34).png,696,696,K,182,613,254,690
www.chess.com_play_computer (34).png,696,696,R,276,621,333,691
www.chess.com_play_computer (34).png,696,696,B,450,614,507,691
www.chess.com_play_computer (34).png,696,696,R,625,621,680,690
www.chess.com_play_computer (34).png,696,696,Q,182,181,254,255
www.chess.com_play_computer (34).png,696,696,p,367,278,418,343
www.chess.com_play_computer (34).png,696,696,p,279,192,330,257
www.chess.com_play_computer (34).png,696,696,p,17,191,68,256
www.chess.com_play_computer (34).png,696,696,p,627,192,678,257
www.chess.com_play_computer (34).png,696,696,p,627,104,678,169
www.chess.com_play_computer (34).png,696,696,p,453,104,504,169
www.chess.com_play_computer (34).png,696,696,q,442,181,517,255
www.chess.com_play_computer (34).png,696,696,r,190,13,247,82
www.chess.com_play_computer (34).png,696,696,k,267,4,341,81
www.chess.com_play_computer (34).png,696,696,b,450,5,506,82
www.chess.com_play_computer (34).png,696,696,r,625,13,680,81
www.chess.com_play_computer (35).png,696,696,P,454,540,503,603
www.chess.com_play_computer (35).png,696,696,P,539,541,588,604
www.chess.com_play_computer (35).png,696,696,P,628,541,677,604
www.chess.com_play_computer (35).png,696,696,P,366,366,415,429
www.chess.com_play_computer (35).png,696,696,P,105,453,154,516
www.chess.com_play_computer (35).png,696,696,P,105,104,156,168
www.chess.com_play_computer (35).png,696,696,K,183,615,254,691
www.chess.com_play_computer (35).png,696,696,R,364,621,420,692
www.chess.com_play_computer (35).png,696,696,B,190,180,244,256
www.chess.com_play_computer (35).png,696,696,R,276,186,332,256
www.chess.com_play_computer (35).png,696,696,Q,95,7,168,82
www.chess.com_play_computer (35).png,696,696,p,453,105,504,169
www.chess.com_play_computer (35).png,696,696,p,626,105,678,169
www.chess.com_play_computer (35).png,696,696,p,627,279,678,343
www.chess.com_play_computer (35).png,696,696,k,528,92,603,171
www.chess.com_play_computer (36).png,696,696,Q,94,6,168,81
www.chess.com_play_computer (36).png,696,696,Q,179,92,253,167
www.chess.com_play_computer (36).png,696,696,Q,440,7,514,82
www.chess.com_play_computer (36).png,696,696,B,189,180,244,257
www.chess.com_play_computer (36).png,696,696,R,276,185,333,256
www.chess.com_play_computer (36).png,696,696,K,94,352,167,429
www.chess.com_play_computer (36).png,696,696,k,616,266,690,342
www.chess.com_play_computer (36).png,696,696,p,626,452,680,517
www.chess.com_play_computer (37).png,696,696,B,15,6,71,82
www.chess.com_play_computer (37).png,696,696,K,269,5,340,82
www.chess.com_play_computer (37).png,696,696,R,276,99,333,169
www.chess.com_play_computer (37).png,696,696,Q,442,181,514,255
www.chess.com_play_computer (37).png,696,696,k,529,439,601,516
www.chess.com_play_computer (38).png,696,696,p,16,540,69,604
www.chess.com_play_computer (38).png,696,696,p,103,539,156,603
www.chess.com_play_computer (38).png,696,696,p,190,540,243,604
www.chess.com_play_computer (38).png,696,696,p,451,540,504,604
www.chess.com_play_computer (38).png,696,696,p,539,539,592,603
www.chess.com_play_computer (38).png,696,696,p,365,280,418,344
www.chess.com_play_computer (38).png,696,696,k,93,613,167,691
www.chess.com_play_computer (38).png,696,696,r,625,620,681,692
www.chess.com_play_computer (38).png,696,696,r,274,360,334,430
www.chess.com_play_computer (38).png,696,696,b,186,353,246,430
www.chess.com_play_computer (38).png,696,696,b,449,354,506,430
www.chess.com_play_computer (38).png,696,696,B,100,353,159,430
www.chess.com_play_computer (38).png,696,696,P,540,365,590,430
www.chess.com_play_computer (38).png,696,696,P,453,277,503,342
www.chess.com_play_computer (38).png,696,696,P,539,191,589,256
www.chess.com_play_computer (38).png,696,696,P,366,191,416,256
www.chess.com_play_computer (38).png,696,696,P,105,190,155,255
www.chess.com_play_computer (38).png,696,696,P,17,190,67,255
www.chess.com_play_computer (38).png,696,696,n,534,269,596,343
www.chess.com_play_computer (38).png,696,696,K,181,92,254,169
www.chess.com_play_computer (38).png,696,696,R,15,12,71,82
www.chess.com_play_computer (38).png,696,696,R,537,11,593,81
www.chess.com_play_computer (38).png,696,696,Q,356,8,429,83
www.chess.com_play_computer (38).png,696,696,B,187,6,246,82
www.chess.com_play_computer (39).png,696,696,k,94,614,168,691
www.chess.com_play_computer (39).png,696,696,p,15,539,70,605
www.chess.com_play_computer (39).png,696,696,p,103,540,158,606
www.chess.com_play_computer (39).png,696,696,p,190,538,245,604
www.chess.com_play_computer (39).png,696,696,p,537,538,592,604
www.chess.com_play_computer (39).png,696,696,p,451,451,506,517
www.chess.com_play_computer (39).png,696,696,p,363,278,418,344
www.chess.com_play_computer (39).png,696,696,Q,527,617,604,691
www.chess.com_play_computer (39).png,696,696,r,186,359,247,430
www.chess.com_play_computer (39).png,696,696,B,15,266,70,342
www.chess.com_play_computer (39).png,696,696,B,275,93,330,169
www.chess.com_play_computer (39).png,696,696,P,451,278,504,342
www.chess.com_play_computer (39).png,696,696,P,539,365,592,429
www.chess.com_play_computer (39).png,696,696,K,95,91,166,169
www.chess.com_play_computer (39).png,696,696,R,15,99,71,168
www.chess.com_play_computer (39).png,696,696,R,278,11,331,83
www.chess.com_play_computer (4).png,844,844,K,537,640,625,733
www.chess.com_play_computer (4).png,844,844,P,444,550,510,627
www.chess.com_play_computer (4).png,844,844,p,443,444,507,523
www.chess.com_play_computer (4).png,844,844,P,759,443,823,521
www.chess.com_play_computer (4).png,844,844,P,655,338,718,416
www.chess.com_play_computer (4).png,844,844,n,436,326,515,417
www.chess.com_play_computer (4).png,844,844,p,654,233,719,312
www.chess.com_play_computer (4).png,844,844,k,115,111,204,206
www.chess.com_play_computer (40).png,696,696,P,18,450,69,518
www.chess.com_play_computer (40).png,696,696,P,104,362,155,430
www.chess.com_play_computer (40).png,696,696,P,191,448,242,516
www.chess.com_play_computer (40).png,696,696,P,279,362,330,430
www.chess.com_play_computer (40).png,696,696,P,365,447,416,515
www.chess.com_play_computer (40).png,696,696,P,452,362,503,430
www.chess.com_play_computer (40).png,696,696,P,539,448,590,516
www.chess.com_play_computer (40).png,696,696,P,627,363,678,431
www.chess.com_play_computer (40).png,696,696,B,101,528,159,602
www.chess.com_play_computer (40).png,696,696,N,272,529,335,603
www.chess.com_play_computer (40).png,696,696,N,359,530,423,604
www.chess.com_play_computer (40).png,696,696,R,452,622,507,691
www.chess.com_play_computer (40).png,696,696,R,191,622,243,690
www.chess.com_play_computer (40).png,696,696,K,443,527,514,603
www.chess.com_play_computer (40).png,696,696,B,536,527,594,603
www.chess.com_play_computer (40).png,696,696,p,17,365,69,430
www.chess.com_play_computer (40).png,696,696,p,278,278,330,343
www.chess.com_play_computer (40).png,696,696,p,365,364,417,429
www.chess.com_play_computer (40).png,696,696,p,191,191,243,256
www.chess.com_play_computer (40).png,696,696,p,16,103,68,168
www.chess.com_play_computer (40).png,696,696,p,451,105,503,170
www.chess.com_play_computer (40).png,696,696,p,539,190,591,255
www.chess.com_play_computer (40).png,696,696,p,627,191,679,256
www.chess.com_play_computer (40).png,696,696,b,276,91,333,170
www.chess.com_play_computer (40).png,696,696,r,14,12,71,82
www.chess.com_play_computer (40).png,696,696,n,97,8,161,81
www.chess.com_play_computer (40).png,696,696,k,357,5,427,81
www.chess.com_play_computer (40).png,696,696,b,449,5,507,82
www.chess.com_play_computer (40).png,696,696,n,533,8,598,82
www.chess.com_play_computer (40).png,696,696,r,622,11,682,82
www.chess.com_play_computer (41).png,696,696,r,15,12,71,81
www.chess.com_play_computer (41).png,696,696,n,98,7,161,81
www.chess.com_play_computer (41).png,696,696,b,275,93,333,168
www.chess.com_play_computer (41).png,696,696,r,626,100,680,169
www.chess.com_play_computer (41).png,696,696,p,193,192,243,256
www.chess.com_play_computer (41).png,696,696,p,17,278,67,342
www.chess.com_play_computer (41).png,696,696,p,280,278,330,342
www.chess.com_play_computer (41).png,696,696,p,366,365,416,429
www.chess.com_play_computer (41).png,696,696,p,18,366,68,430
www.chess.com_play_computer (41).png,696,696,p,627,191,677,255
www.chess.com_play_computer (41).png,696,696,k,356,179,429,256
www.chess.com_play_computer (41).png,696,696,Q,443,7,516,80
www.chess.com_play_computer (41).png,696,696,P,193,279,241,343
www.chess.com_play_computer (41).png,696,696,P,106,364,154,428
www.chess.com_play_computer (41).png,696,696,P,280,364,328,428
www.chess.com_play_computer (41).png,696,696,P,367,451,415,515
www.chess.com_play_computer (41).png,696,696,P,455,365,503,429
www.chess.com_play_computer (41).png,696,696,B,101,528,158,603
www.chess.com_play_computer (41).png,696,696,N,272,529,335,603
www.chess.com_play_computer (41).png,696,696,N,359,530,421,603
www.chess.com_play_computer (41).png,696,696,K,444,527,514,603
www.chess.com_play_computer (41).png,696,696,B,533,528,596,604
www.chess.com_play_computer (41).png,696,696,R,277,620,332,690
www.chess.com_play_computer (41).png,696,696,R,451,622,507,691
www.chess.com_play_computer (42).png,696,696,R,451,621,507,691
www.chess.com_play_computer (42).png,696,696,R,275,620,331,690
www.chess.com_play_computer (42).png,696,696,B,102,529,157,602
www.chess.com_play_computer (42).png,696,696,Q,8,442,79,516
www.chess.com_play_computer (42).png,696,696,K,444,527,515,603
www.chess.com_play_computer (42).png,696,696,B,188,180,244,256
www.chess.com_play_computer (42).png,696,696,Q,529,6,602,82
www.chess.com_play_computer (42).png,696,696,Q,616,6,689,83
www.chess.com_play_computer (42).png,696,696,p,105,453,156,516
www.chess.com_play_computer (42).png,696,696,k,617,527,688,603
www.chess.com_play_computer (43).png,696,696,R,16,621,72,691
www.chess.com_play_computer (43).png,696,696,B,189,614,244,690
www.chess.com_play_computer (43).png,696,696,Q,269,616,342,691
www.chess.com_play_computer (43).png,696,696,R,451,621,506,692
www.chess.com_play_computer (43).png,696,696,K,617,614,689,691
www.chess.com_play_computer (43).png,696,696,P,540,539,590,605
www.chess.com_play_computer (43).png,696,696,P,453,538,503,604
www.chess.com_play_computer (43).png,696,696,P,193,537,243,603
www.chess.com_play_computer (43).png,696,696,P,105,539,155,605
www.chess.com_play_computer (43).png,696,696,P,19,364,69,430
www.chess.com_play_computer (43).png,696,696,P,365,364,415,430
www.chess.com_play_computer (43).png,696,696,N,185,442,250,516
www.chess.com_play_computer (43).png,696,696,B,101,440,157,516
www.chess.com_play_computer (43).png,696,696,p,279,279,331,342
www.chess.com_play_computer (43).png,696,696,p,192,192,244,255
www.chess.com_play_computer (43).png,696,696,p,365,191,417,254
www.chess.com_play_computer (43).png,696,696,p,452,105,504,168
www.chess.com_play_computer (43).png,696,696,p,539,104,591,167
www.chess.com_play_computer (43).png,696,696,p,626,105,678,168
www.chess.com_play_computer (43).png,696,696,p,16,104,68,167
www.chess.com_play_computer (43).png,696,696,q,181,94,256,168
www.chess.com_play_computer (43).png,696,696,b,363,266,419,342
www.chess.com_play_computer (43).png,696,696,n,446,182,512,256
www.chess.com_play_computer (43).png,696,696,r,15,11,71,81
www.chess.com_play_computer (43).png,696,696,b,189,5,245,82
www.chess.com_play_computer (43).png,696,696,k,355,4,428,82
www.chess.com_play_computer (43).png,696,696,r,625,12,680,82
www.chess.com_play_computer (44).png,696,696,p,16,539,70,604
www.chess.com_play_computer (44).png,696,696,p,103,539,157,604
www.chess.com_play_computer (44).png,696,696,p,190,539,244,604
www.chess.com_play_computer (44).png,696,696,p,364,538,418,603
www.chess.com_play_computer (44).png,696,696,p,452,538,506,603
www.chess.com_play_computer (44).png,696,696,p,626,538,680,603
www.chess.com_play_computer (44).png,696,696,p,538,451,592,516
www.chess.com_play_computer (44).png,696,696,p,277,364,331,429
www.chess.com_play_computer (44).png,696,696,n,184,442,247,516
www.chess.com_play_computer (44).png,696,696,n,445,442,510,516
www.chess.com_play_computer (44).png,696,696,r,15,620,71,691
www.chess.com_play_computer (44).png,696,696,r,624,620,680,691
www.chess.com_play_computer (44).png,696,696,b,189,614,245,691
www.chess.com_play_computer (44).png,696,696,b,450,613,506,690
www.chess.com_play_computer (44).png,696,696,k,267,614,341,691
www.chess.com_play_computer (44).png,696,696,q,355,616,429,691
www.chess.com_play_computer (44).png,696,696,N,533,355,596,430
www.chess.com_play_computer (44).png,696,696,B,448,266,507,343
www.chess.com_play_computer (44).png,696,696,P,280,279,330,342
www.chess.com_play_computer (44).png,696,696,P,193,105,243,168
www.chess.com_play_computer (44).png,696,696,P,105,106,155,169
www.chess.com_play_computer (44).png,696,696,P,17,105,67,168
www.chess.com_play_computer (44).png,696,696,P,365,105,415,168
www.chess.com_play_computer (44).png,696,696,P,454,104,504,167
www.chess.com_play_computer (44).png,696,696,P,540,105,590,168
www.chess.com_play_computer (44).png,696,696,P,627,105,677,168
www.chess.com_play_computer (44).png,696,696,K,94,4,169,82
www.chess.com_play_computer (44).png,696,696,R,188,12,245,82
www.chess.com_play_computer (44).png,696,696,Q,356,7,429,82
www.chess.com_play_computer (44).png,696,696,B,450,6,507,81
www.chess.com_play_computer (44).png,696,696,R,622,11,682,82
www.chess.com_play_computer (44).png,696,696,N,184,181,248,256
www.chess.com_play_computer (45).png,696,696,R,14,620,71,690
www.chess.com_play_computer (45).png,696,696,Q,268,615,342,690
www.chess.com_play_computer (45).png,696,696,R,365,622,420,691
www.chess.com_play_computer (45).png,696,696,K,530,614,601,690
www.chess.com_play_computer (45).png,696,696,P,627,538,676,603
www.chess.com_play_computer (45).png,696,696,P,540,539,590,604
www.chess.com_play_computer (45).png,696,696,P,453,538,503,603
www.chess.com_play_computer (45).png,696,696,P,191,538,241,603
www.chess.com_play_computer (45).png,696,696,P,104,537,154,602
www.chess.com_play_computer (45).png,696,696,P,17,537,67,602
www.chess.com_play_computer (45).png,696,696,P,366,364,416,429
www.chess.com_play_computer (45).png,696,696,N,445,442,509,516
www.chess.com_play_computer (45).png,696,696,B,188,354,245,430
www.chess.com_play_computer (45).png,696,696,B,537,267,593,342
www.chess.com_play_computer (45).png,696,696,n,532,355,596,429
www.chess.com_play_computer (45).png,696,696,b,102,266,157,343
www.chess.com_play_computer (45).png,696,696,p,106,192,155,256
www.chess.com_play_computer (45).png,696,696,p,17,277,66,341
www.chess.com_play_computer (45).png,696,696,p,191,103,240,167
www.chess.com_play_computer (45).png,696,696,p,453,104,502,168
www.chess.com_play_computer (45).png,696,696,p,540,103,589,167
www.chess.com_play_computer (45).png,696,696,q,268,94,341,169
www.chess.com_play_computer (45).png,696,696,k,442,5,515,82
www.chess.com_play_computer (45).png,696,696,r,15,11,72,82
www.chess.com_play_computer (45).png,696,696,p,627,103,676,167
www.chess.com_play_computer (45).png,696,696,r,625,12,680,82
www.chess.com_play_computer (46).png,696,696,r,101,620,160,691
www.chess.com_play_computer (46).png,696,696,k,182,613,253,691
www.chess.com_play_computer (46).png,696,696,b,276,615,332,692
www.chess.com_play_computer (46).png,696,696,r,450,621,505,691
www.chess.com_play_computer (46).png,696,696,P,279,540,330,604
www.chess.com_play_computer (46).png,696,696,R,537,533,595,605
www.chess.com_play_computer (46).png,696,696,p,106,539,157,604
www.chess.com_play_computer (46).png,696,696,p,17,538,68,603
www.chess.com_play_computer (46).png,696,696,p,191,365,242,430
www.chess.com_play_computer (46).png,696,696,p,452,365,503,430
www.chess.com_play_computer (46).png,696,696,p,626,365,677,430
www.chess.com_play_computer (46).png,696,696,n,10,442,74,516
www.chess.com_play_computer (46).png,696,696,B,102,354,158,430
www.chess.com_play_computer (46).png,696,696,B,450,268,507,342
